acresburned,adminunit,archiveyear,county,extinguished,fatalities,latitude,firelocation,longitude,firename,searchdescription,started,structuresdamaged,structuresdestroyed,structuresevacuated,structuresthreatened,timestarted,timeextinguished,dayofweekstartedname,dayofweekstartednum,duration,date_established,population_jul_2019,areasqmi,areakm2,popdensitypersqmi,caucus
181,CAL FIRE Siskiyou Unit ,2015,Siskiyou,2015-07-14 08:30:00+00:00,,41.8048,5 miles North of the community of Montague on Cooley Rd,-122.5029,Cooley Fire,"Cooley Fire started on July 13 north of Montague on Cooley Road, in Siskiyou County and burned 181 acres. ",2015-07-13 17:56:00+00:00,,,,,2015-07-13 17:56:00+00:00,2015-07-14 08:30:00+00:00,Mon,1,0.606944444,1852,44076,6287,16283,7.010656911,Rural
24,CAL FIRE Siskiyou Unit,2015,Siskiyou,2015-07-22 17:00:00+00:00,,41.999341,"Off Hwy 161 & Hwy 97, northeast of Dorris",-121.891226,Dorris Fire,"The Dorris Fire started on July 21, 2015 off Hwy 161 & Hwy 97, northeast of Dorris and burned 24 acres.",2015-07-21 17:00:00+00:00,,,,,2015-07-21 17:00:00+00:00,2015-07-22 17:00:00+00:00,Tue,2,1,1852,44076,6287,16283,7.010656911,Rural
33867,USFS Klamath National Forest,2016,Siskiyou,2016-08-28 18:15:00+00:00,,41.851,"off Seiad Creek Rd, 5 miles northeast o Seiad Valley",-123.118,Gap Fire,"The Gap Fire started on August 27, 2016 off Seiad Creek Rd, 5 miles northeast of Seiad Valley (Siskiyou County).",2016-08-27 18:00:00+00:00,,,,,2016-08-27 18:00:00+00:00,2016-08-28 18:15:00+00:00,Sat,6,1.010416667,1852,44076,6287,16283,7.010656911,Rural
2860,USFS Klamath National Forest ,2016,Siskiyou,2016-11-08 10:15:00+00:00,,41.623,15 miles SW of Happy Camp (Siskiyou County),-123.557,Pony Fire,The Pony fire burned in the Klamath NF 15 miles SW of Happy Camp in Siskiyou County in June 2016,2016-06-07 02:45:00+00:00,,,,,2016-06-07 02:45:00+00:00,2016-11-08 10:15:00+00:00,Tue,2,154.3125,1852,44076,6287,16283,7.010656911,Rural
710,CAL FIRE Siskiyou Unit,2016,"Siskiyou, Ventura, Lake, Lake, Mendocino",2016-08-30 06:45:00+00:00,,41.7813,"off Hwy 263, 2 miles north of Yreka ",-122.611,Grade Fire,The Grade Fire burned off Hwy 263 2 miles north of Yreka,2016-08-24 14:55:00+00:00,1,5,,,2016-08-24 14:55:00+00:00,2016-08-30 06:45:00+00:00,Wed,3,5.659722222,1852,44076,6287,16283,7.010656911,"Rural, Urban, Rural, Rural, Rural"
32,CAL FIRE Siskiyou Unit,2016,Siskiyou,2016-09-13 18:30:00+00:00,,41.6314,"off of Moffett Creek Rd and Luce Gulch Rd, northeast of Fort Jones",-122.7933,Moffett Fire,"The Moffett Fire started on September 12, 2016 off of Moffett Creek Rd and Luce Gulch Rd, northeast of Fort Jones (Siskiyou County) and burned 32 acres.",2016-09-12 16:28:00+00:00,,,,,2016-09-12 16:28:00+00:00,2016-09-13 18:30:00+00:00,Mon,1,1.084722222,1852,44076,6287,16283,7.010656911,Rural
78698,Klamath National Forest,2017,Siskiyou,2018-01-09 12:43:00+00:00,,41.841,"5 miles W of Happy Camp, CA",-123.474,Eclipse Complex,"The Eclipse Complex started on August 15, 2015 west of Happy Camp in the Klamath National Forest (Siskiyou County) and burned 78,698 acres. It was contained on November 29. 2017. ",2017-08-15 07:55:00+00:00,,,,,2017-08-15 07:55:00+00:00,2018-01-09 12:43:00+00:00,Tue,2,147.2,1852,44076,6287,16283,7.010656911,Rural
27276,Six Rivers National Forest,2017,"Siskiyou, Humboldt",2018-01-09 12:07:00+00:00,,41.59,"About 18 miles northwest of Orleans, California in Siskiyou County.",-123.501,Orleans Complex,"The Orleans Complex started on July 26, 2017 northwest of Orleans on the Six Rivers National Forest in Siskiyou County and burned 27,276 acres. ",2017-07-26 18:00:00+00:00,,,,,2017-07-26 18:00:00+00:00,2018-01-09 12:07:00+00:00,Wed,3,166.7548611,1852,44076,6287,16283,7.010656911,"Rural, Rural"
3142,Six Rivers National Forest,2017,Siskiyou,2018-01-09 12:26:00+00:00,,41.853,"Siskiyou Wilderness, Six Rivers NF",-123.676,Young Fire,"The Young fire started on August 7, 2017 in the Siskiyou Wilderness of the Six Rivers National Forest. ",2017-08-07 17:45:00+00:00,,,,,2017-08-07 17:45:00+00:00,2018-01-09 12:26:00+00:00,Mon,1,154.7784722,1852,44076,6287,16283,7.010656911,Rural
469,CAL FIRE Siskiyou Unit,2017,"Siskiyou, Kern",2018-01-09 11:44:00+00:00,,41.3975,"Highway 3 & Fay Lane, south of Etna",-122.8428,Fay Fire,"The Fay Fire started on July 5, 2017 off Highway 3 & Fay Lane, south of Etna (Siskiyou County) and burned 469 acres.",2017-07-05 11:05:00+00:00,,,,,2017-07-05 11:05:00+00:00,2018-01-09 11:44:00+00:00,Wed,3,188.0270833,1852,44076,6287,16283,7.010656911,"Rural, Suburban"
56,CAL FIRE Siskiyou Unit,2017,Siskiyou,2018-01-09 10:59:00+00:00,,41.93006,Ager Beswick Rd. and Crest Ln. south of Copco Lake,-122.36545,Bogus Fire,"The Bogus Fire started on June 18, 2017 near Ager Beswick Road and Crest Lane, south of Copco Lake in Siskiyou County and burned 56 acres.",2017-06-18 15:45:00+00:00,,,,,2017-06-18 15:45:00+00:00,2018-01-09 10:59:00+00:00,Sun,0,204.8013889,1852,44076,6287,16283,7.010656911,Rural
55,CAL FIRE Siskiyou Unit,2017,"Siskiyou, Inyo",2018-01-09 12:47:00+00:00,,41.99483,"off of Owens Rd and Hwy 97, northeast of Dorris ",-121.90077,Owens Fire,"The Owens Fire started on August 29, 2017 off Owens Rd and Hwy 97, northeast of Dorris (Siskiyou County) and burned 55 acres.",2017-08-29 15:39:00+00:00,,,,,2017-08-29 15:39:00+00:00,2018-01-09 12:47:00+00:00,Tue,2,132.8805556,1852,44076,6287,16283,7.010656911,"Rural, Rural"
54,Shasta-Trinity National Forest ,2017,"Siskiyou, Siskiyou, Monterey",2018-01-09 12:46:00+00:00,,41.222,West of Dunsmuir,-122.292,Bradley Fire,"The Bradley Fire started on August 28, 2017, west of Dunsmuir (Siskiyou County). ",2017-08-28 22:00:00+00:00,,,,,2017-08-28 22:00:00+00:00,2018-01-09 12:46:00+00:00,Mon,1,133.6152778,1852,44076,6287,16283,7.010656911,"Rural, Rural, Suburban"
46,CAL FIRE Siskiyou Unit,2017,Siskiyou,2018-01-09 10:27:00+00:00,,41.8721,"Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook ",-122.4571,Whitepine Fire,"The whitepine Fire started on June 6, 2017 off of Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook (Siskiyou County) and burned 46 acres.",2017-06-06 16:38:00+00:00,,,,,2017-06-06 16:38:00+00:00,2018-01-09 10:27:00+00:00,Tue,2,216.7423611,1852,44076,6287,16283,7.010656911,Rural
41,Rogue-River-Siskiyou National Forest,2017,"Siskiyou, Plumas",2018-01-09 12:38:00+00:00,,41.99279,Wards Fork south of Donomore Meadows near the Oregon border.,-122.9401,Ward Fire,"The Ward Fire started on August 13, 2017, in Wards Fork near Donomore in Siskiyou County and burned 41 acres. ",2017-08-13 12:41:00+00:00,,,,,2017-08-13 12:41:00+00:00,2018-01-09 12:38:00+00:00,Sun,0,148.9979167,1852,44076,6287,16283,7.010656911,"Rural, Rural"
19,CAL FIRE Siskiyou Unit,2017,"Siskiyou, Tulare, El Dorado",2018-01-09 11:08:00+00:00,,40.703775,off Campus Dr. and Moonlit Oaks Ave. in Yreka ,-122.645079,King Fire,"The King Fire started on June 26, 2017 off Campus Dr. and Moonlit Oaks Ave in Yreka and burned 19 acres.",2017-06-26 12:30:00+00:00,,,,,2017-06-26 12:30:00+00:00,2018-01-09 11:08:00+00:00,Mon,1,196.9430556,1852,44076,6287,16283,7.010656911,"Rural, Suburban, Rural"
0,Klamath National Forest,2017,Siskiyou,2018-01-09 12:05:00+00:00,,41.702,"Clear Creek Drainage, 7 miles southwest of Happy Camp (Siskiyou County)",-123.508,Clear Complex (merged into Eclipse Complex),"The Clear Complex satarted on July 25th 2017 offClear Creek Drainage, 7 miles southwest of Happy Camp (Siskiyou County).",2017-07-25 12:45:00+00:00,,,,,2017-07-25 12:45:00+00:00,2018-01-09 12:05:00+00:00,Tue,2,167.9722222,1852,44076,6287,16283,7.010656911,Rural
0,Klamath National Forest,2017,Siskiyou,2018-01-09 11:43:00+00:00,,41.86609,"Off Hwy 96 & Dutch Creek Rd, east of Oak Knoll",-122.73031,Klamath Fire,"The Klamath Fire started on July 4, 2017 off Hwy 96 & Dutch Creek Rd, east of Oak Knoll (Siskiyou County).",2017-07-04 15:21:00+00:00,,,,,2017-07-04 15:21:00+00:00,2018-01-09 11:43:00+00:00,Tue,2,188.8486111,1852,44076,6287,16283,7.010656911,Rural
0,CAL FIRE Siskiyou Unit / Klamath National Forest,2017,Siskiyou,2018-01-09 11:07:00+00:00,,41.841,"14 miles west of Etna, California in the Marble Mountain Wilderness",-123.474,Salmon-August Complex ,"This complex of six fires includes the Island Fire started on June 25, 2017 14 miles west of Etna, California in the Marble Mountain Wilderness (Siskiyou County), the Wallow Fire, Pointers fire, Mary fire, Grizzly fire, Garden fire and Deep fire.",2017-06-25 17:00:00+00:00,,,,,2017-06-25 17:00:00+00:00,2018-01-09 11:07:00+00:00,Sun,0,197.7548611,1852,44076,6287,16283,7.010656911,Rural
38008,CAL FIRE Siskiyou Unit,2018,Siskiyou,2019-01-04 09:55:00+00:00,1,41.893332,"off Klamathon Road and Copco Road, south of Hornbrook",-122.534655,Klamathon Fire,"The Klamathon Fire started on July 5, 2018 off Klamathon Road and Copco Road, south of Hornbrook (Siskiyou County). The fire burned 38,008 acres, and was contained on July 21, 2018.",2018-07-05 12:31:00+00:00,12,83,,,2018-07-05 12:31:00+00:00,2019-01-04 09:55:00+00:00,Thu,4,182.8916667,1852,44076,6287,16283,7.010656911,Rural
224,CAL FIRE Siskiyou Unit,2018,Siskiyou,2019-01-04 09:44:00+00:00,,41.70877,"Shasta Valley Wildlife Area, 4 miles south east of Montague ",-122.47293,Steamboat Fire,"The Steamboat Fire started on July 15, 2018 near the Shasta Valley Wildlife Area, 4 miles south east of Montague (Siskiyou County) and burned 224 acres. It was contained on July 19, 2018.",2018-07-15 09:58:00+00:00,,,,,2018-07-15 09:58:00+00:00,2019-01-04 09:44:00+00:00,Sun,0,172.9902778,1852,44076,6287,16283,7.010656911,Rural
215,Klamath National Forest,2018,Siskiyou,2019-01-04 09:56:00+00:00,,41.085,Petersburg and Caribou Creek Rd 3 MI SW of Cecilville,-123.051,Petersburg Fire,"The Petersburg Fire Started June 1 2018 near Petersburg and Caribou Creek Rd 3 MI SW of Cecilville (Siskiyou County). The fire was contained on July 10, 2018 and burned 215 acres.",2018-07-01 18:13:00+00:00,,,,,2018-07-01 18:13:00+00:00,2019-01-04 09:56:00+00:00,Sun,0,186.6548611,1852,44076,6287,16283,7.010656911,Rural
127,CAL FIRE Siskiyou Unit,2018,Siskiyou,2019-01-04 10:25:00+00:00,,41.65935,"west of Rancho Hills, community of Lake Shastina, north of Weed",-122.48556,Shastina Fire,"The Shastina Fire started on May 9, 2018 west of Rancho Hills, community of Lake Shastina, north of Weed (Siskiyou County) and burned 127 acres. It was contained on May 17, 2018.",2018-05-09 18:11:00+00:00,,,,,2018-05-09 18:11:00+00:00,2019-01-04 10:25:00+00:00,Wed,3,239.6763889,1852,44076,6287,16283,7.010656911,Rural
37,CAL FIRE Siskiyou Unit,2018,Siskiyou,2019-01-04 10:17:00+00:00,,41.58233,"Martin Dr. and Stanton Drive, NE of Lake Shastina",-122.33769,Martin Fire,"The Martin Fire started June 3 2018 near Martin Dr. and Stanton Drive, NE of Lake Shastina (Siskiyou County). This fire burned 37 acres and was contained on June 4, 2018.",2018-06-03 16:14:00+00:00,,,,,2018-06-03 16:14:00+00:00,2019-01-04 10:17:00+00:00,Sun,0,214.7520833,1852,44076,6287,16283,7.010656911,Rural
27,CAL FIRE Siskiyou Unit,2018,Siskiyou,2019-01-04 10:24:00+00:00,,41.791859,"off Ager Road, northeast of Montague",-122.513883,Ager Fire,"The Ager fire started on May 19, 2018 off Ager Road, northeast of Montague (Siskiyou County) and burned 27 acres. It was contained on May 19, 2018. ",2018-05-19 13:04:00+00:00,,,,,2018-05-19 13:04:00+00:00,2019-01-04 10:24:00+00:00,Sat,6,229.8888889,1852,44076,6287,16283,7.010656911,Rural
15,CAL FIRE Siskiyou Unit,2018,Siskiyou,2019-01-04 08:55:00+00:00,,41.94046,1 mile northwest of Iron Gate Dam,-122.43933,Iron Gate Fire,"The Iron Gate Fire started on October 10, 2018, 1 mile northwest of Iron Gate Dam in Siskiyou County.",2018-10-10 21:50:00+00:00,,,,,2018-10-10 21:50:00+00:00,2019-01-04 08:55:00+00:00,Wed,3,85.46180556,1852,44076,6287,16283,7.010656911,Rural
12,CAL FIRE Siskiyou Unit,2018,Siskiyou,2019-01-04 10:13:00+00:00,,41.64805,"Meamber Creek Road, 8 miles west of Fort Jones",-122.98442,Meamber Fire,"The Meamber Fire started on June 4, 2018 off Meamber Creek Road, west of Fort Jones in Siskiyou County. The fire burned 12 acres and was 100% contained on June 5, 2018.",2018-06-04 15:08:00+00:00,,,,,2018-06-04 15:08:00+00:00,2019-01-04 10:13:00+00:00,Mon,1,213.7951389,1852,44076,6287,16283,7.010656911,Rural
10,CAL FIRE Siskiyou Unit,2018,Siskiyou,2019-01-04 09:40:00+00:00,,41.632373,"off Lott Rd and Bunny Ln, 15 miles north of Weed ",-122.37985,Lott Fire,"The Lott Fire started on July 17, 2018, off Lott Rd and Bunny Ln, 15 miles north of Weed (Siskiyou County). The fire burned 10 acres, and was contained on July 19, 2018,",2018-07-17 19:03:00+00:00,,,,,2018-07-17 19:03:00+00:00,2019-01-04 09:40:00+00:00,Tue,2,170.6090278,1852,44076,6287,16283,7.010656911,Rural
227,Klamath National Forest,2019,Siskiyou,2019-09-26 08:00:00+00:00,,41.4929742,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",-123.2129356,Kidder 2 Fire,,2019-09-07 08:47:46+00:00,,,,,2019-09-07 08:47:46+00:00,2019-09-26 08:00:00+00:00,Sat,6,18.9668287,1852,44076,6287,16283,7.010656911,Rural
207,USFS Klamath National Forest,2019,Siskiyou,2019-06-24 16:56:00+00:00,,39.28926,"off Highway 96 and Lumgrey Road, West of Gottsville",-121.85906,Lumgrey Fire,"The Lumgrey Fire started June 17, 2019 off Highway 96 and Lumgrey Road, West of Gottsville (Siskiyou County).",2019-06-17 17:50:00+00:00,,,,,2019-06-17 17:50:00+00:00,2019-06-24 16:56:00+00:00,Mon,1,6.9625,1852,44076,6287,16283,7.010656911,Rural
17,CAL FIRE Siskiyou,2019,"Siskiyou, San Luis Obispo, Lake",2019-06-17 10:39:00+00:00,,41.64895,"Rocky Rd and Harry Cash Rd, 9 miles east of Grenada ",-122.35962,Rocky Fire,"The Rocky Fire started on June 14, 2019 near Rocky Rd and Harry Cash Rd, 9 miles east of Grenada in Siskiyou County.  Was contained on 6-15-2019.",2019-06-14 16:14:00+00:00,,,,,2019-06-14 16:14:00+00:00,2019-06-17 10:39:00+00:00,Fri,5,2.767361111,1852,44076,6287,16283,7.010656911,"Rural, Suburban, Rural"
15,CAL FIRE Siskiyou unit,2019,Siskiyou,2019-09-10 19:27:00+00:00,,41.512917,"Near Duzel Rock Lookout, northeast of Etna",-122.740333,Duzel Fire,"The Duzel Fire started September 7, 2019 near Duzel Rock Lookout, northeast of Etna in Siskiyou County.",2019-09-07 18:19:16+00:00,,,,,2019-09-07 18:19:16+00:00,2019-09-10 19:27:00+00:00,Sat,6,3.047037037,1852,44076,6287,16283,7.010656911,Rural
10,CAL FIRE Siskiyou Unit,2019,Siskiyou,2019-06-21 14:23:00+00:00,,41.94622,"Deer Run Road, east of Iron Gate Reservoir",-122.40157,IronGate Fire,"The IronGate Fire started on June 16, 2019 off Deer Run Road, east of Iron Gate Reservoir in Siskiyou County and burned 10 acres. It was contained June 17, 2019.",2019-06-16 20:33:00+00:00,,,,,2019-06-16 20:33:00+00:00,2019-06-21 14:23:00+00:00,Sun,0,4.743055556,1852,44076,6287,16283,7.010656911,Rural
12503,Six Rivers National Forest,2013,Humboldt,2013-08-12 12:00:00+00:00,,41.035,Tish Tang Ridge east of Hoopa Valley Reservation,-123.488,Corral Complex,The Corral Complex burned in August 2013 off Tish Tang Ridge east of Hoopa Valley Reservation on the Six Rivers National Forest in Humboldt County. ,2013-08-10 11:40:00+00:00,,,,,2013-08-10 11:40:00+00:00,2013-08-12 12:00:00+00:00,Sat,6,2.013888889,1853,136463,3573,9254,38.19283515,Rural
210,Six Rivers National Forest,2014,Humboldt,2014-09-15 11:00:00+00:00,,41.134,1 mile northwest of Hoopa,-123.753,Bald Hill 3 Fire,The Bald Hill 3 Fire started on September 12 and burned 210 acres 1 mile northwest of Hoopa in Humboldt County.,2014-09-12 15:00:00+00:00,,,,,2014-09-12 15:00:00+00:00,2014-09-15 11:00:00+00:00,Fri,5,2.833333333,1853,136463,3573,9254,38.19283515,Rural
158,CAL FIRE Humboldt-Del Norte Unit,2015,Humboldt,2015-08-01 21:45:00+00:00,,41.295667,"off Hwy 169 & McKinnon Hill Rd, 5 miles southeast of Pecwan",-123.784067,Queen Fire,"The Queen Fire started on July 24, 2015 and burned 158 acres off Hwy 169 & McKinnon Hill Rd, 5 miles southeast of Pecwan in Humboldt County.",2015-07-24 23:00:00+00:00,,,,,2015-07-24 23:00:00+00:00,2015-08-01 21:45:00+00:00,Fri,5,7.947916667,1853,136463,3573,9254,38.19283515,Rural
146,CAL FIRE Humboldt-Del Norte Unit,2015,"Humboldt, Lassen, Lassen, Calaveras",2015-08-29 07:00:00+00:00,,40.1058823,"Saddle Mountain Road, 6 miles NE Shelter Cove",-124.0720419,Horse Fire,"The Horse Fire near Saddle Mountain Road, 6 miles northeast of Shelter Cove burned 137 acres in August 2015.",2015-08-18 18:30:00+00:00,,,,,2015-08-18 18:30:00+00:00,2015-08-29 07:00:00+00:00,Tue,2,10.52083333,1853,136463,3573,9254,38.19283515,"Rural, Rural, Rural, Rural"
20,CAL FIRE Humboldt-Del Norte Unit ,2015,"Humboldt, Shasta",2015-06-11 18:15:00+00:00,,41.1513,"off Bald Hills Rd, 15 miles east of Hwy 101 & Orick ",-123.8292,Bald Fire,"The Bald Fire started on June 10 off off Bald Hills Rd, 15 miles east of Hwy 101 & Orick in Humboldt County. ",2015-06-10 07:42:00+00:00,,,,,2015-06-10 07:42:00+00:00,2015-06-11 18:15:00+00:00,Wed,3,1.439583333,1853,136463,3573,9254,38.19283515,"Rural, Suburban"
16,CAL FIRE Humboldt-Del Norte Unit,2015,"Humboldt, Trinity",2015-07-31 19:00:00+00:00,,40.1093,off Alderpoint Road & Wallan Road near Garberville ,-123.774,Buck Fire,"The Buck fire started on July 28, 2015 and burned 16 acres off Alderpoint Road & Wallan Road near Garberville (Humboldt County).",2015-07-28 17:19:00+00:00,,,,,2015-07-28 17:19:00+00:00,2015-07-31 19:00:00+00:00,Tue,2,3.070138889,1853,136463,3573,9254,38.19283515,"Rural, Rural"
599,CAL Fire Humboldt-Del Norte Unit,2016,Humboldt,2016-09-04 06:55:00+00:00,,41.28486,"off of Hwy 169 & Martin's Ferry Rd, northwest of Weitchpec ",-123.82268,Tully Fire,"The Tulley Fire started on August 22, 2016, off of Hwy 169 & Martin's Ferry Rd, northwest of Weitchpec,  in Humboldt County.",2016-08-22 16:03:00+00:00,,3,,,2016-08-22 16:03:00+00:00,2016-09-04 06:55:00+00:00,Mon,1,12.61944444,1853,136463,3573,9254,38.19283515,Rural
23,CAL FIRE Humboldt-Del Norte,2016,Humboldt,2016-08-16 08:45:00+00:00,,40.4572,"Community of Stafford, 7 miles south of Fortuna",-124.05804,Stafford Fire,"The Stafford Fire started on August 11, 2016 near the community of Stafford in Humboldt County.",2016-08-11 14:57:00+00:00,,,,,2016-08-11 14:57:00+00:00,2016-08-16 08:45:00+00:00,Thu,4,4.741666667,1853,136463,3573,9254,38.19283515,Rural
85,CAL FIRE Humboldt-Del Norte Unit,2017,Humboldt,2018-01-09 12:17:00+00:00,,40.11794,"Off Alderpoint Rd & Lower Sawmill Rd, east of Garberville",-123.76099,Saw Fire,"The Saw Fire started on August 3, 2017 off Alderpoint Rd & Lower Sawmill Rd, east of Garberville (Humboldt County) and burned 85 acres.",2017-08-03 11:58:00+00:00,,,,,2017-08-03 11:58:00+00:00,2018-01-09 12:17:00+00:00,Thu,4,159.0131944,1853,136463,3573,9254,38.19283515,Rural
40,Shasta Trinity National Forest,2017,Humboldt,2018-01-09 12:46:00+00:00,,41.02705,"Tish Tang Road and Hostler, Hoopa",-123.63721,Translator Fire,"The Translator Fire started on August 28 2017 near Tish Tang Rd & Hostler, Hoopa Valley Indian Res (Humboldt County) and burned 40 acres. ",2017-08-28 08:01:00+00:00,,,,,2017-08-28 08:01:00+00:00,2018-01-09 12:46:00+00:00,Mon,1,134.1979167,1853,136463,3573,9254,38.19283515,Rural
34,CAL FIRE/Humboldt-Del Norte Unit,2017,"Humboldt, San Diego",2018-01-09 12:49:00+00:00,,40.03697,"Miller Ranch road x Bell Springs road, 10 miles NE Leggett ",-123.64214,Miller Fire,"The Miller Fire started August 31 2017 off Miller Ranch road and Bell Springs road, 10 miles NE of Leggett (Humboldt county) and burned 34 acres.",2017-08-31 13:57:00+00:00,,,,,2017-08-31 13:57:00+00:00,2018-01-09 12:49:00+00:00,Thu,4,130.9527778,1853,136463,3573,9254,38.19283515,"Rural, Urban"
30,CAL FIRE Humboldt-Del Norte Unit,2017,Humboldt,2018-01-09 12:18:00+00:00,,40.27582,"Off Alderpoint Rd and Cemetery Rd, Blocksburg",-123.64281,Blocksburg Fire,"The Blocksburg Fire started on August 3, 2017 off Alderpoint Rd and Cemetery Rd, Blocksburg (Humboldt County) and burned 30 acres.",2017-08-03 16:41:00+00:00,,,,,2017-08-03 16:41:00+00:00,2018-01-09 12:18:00+00:00,Thu,4,158.8173611,1853,136463,3573,9254,38.19283515,Rural
20,CAL FIRE Humboldt-Del Norte Unit,2017,Humboldt,2018-01-09 13:30:00+00:00,,40.88516,"off of Blue Lake Blvd and Hwy 299,  east of Eureka ",-123.96844,Blue Fire,"The Blue Fire started on October 08, 2017 off of Blue Lake Blvd and Hwy 299, east of Eureka in Humboldt County. ",2017-10-08 16:40:00+00:00,,,,,2017-10-08 16:40:00+00:00,2018-01-09 13:30:00+00:00,Sun,0,92.86805556,1853,136463,3573,9254,38.19283515,Rural
19,Six Rivers National Forest,2017,Humboldt,2018-01-09 12:16:00+00:00,,40.39799,"Swayback Ridge, 5 southwest of Mad River",-123.57562,Sway Fire,"The Sway Fire started August 1, 2017 off Swayback Ridge, southwest of Mad River (Humboldt County) and burned 19 acres.",2017-08-01 10:23:00+00:00,,,,,2017-08-01 10:23:00+00:00,2018-01-09 12:16:00+00:00,Tue,2,161.0784722,1853,136463,3573,9254,38.19283515,Rural
3674,Hoopa Valley Tribe ,2018,Humboldt,2019-01-04 09:17:00+00:00,,41.07944,"Hwy 96 & Mill Creek Road, northeast of the Town of Hoopa",-123.688056,Mill Creek 1 Fire,"The Mill Creek 1 Fire started on August 16, 2018 off Hwy 96 & Mill Creek Road, northeast of the Town of Hoopa (Humboldt County). It was contained on August 30, 2018.",2018-08-16 09:18:00+00:00,,,,,2018-08-16 09:18:00+00:00,2019-01-04 09:17:00+00:00,Thu,4,140.9993056,1853,136463,3573,9254,38.19283515,Rural
16,CAL FIRE Humboldt-Del Norte Unit,2018,Humboldt,2019-01-04 09:43:00+00:00,,41.34453,Highway 169 in Pecwan,-123.85404,Johnson Fire,"The Johnson Fire started on July 15, 2018 at Highway 169 in Pecwan in Humboldt County. The fire burned 16 acres and was contained on July 16, 2018.",2018-07-15 16:14:00+00:00,,,,,2018-07-15 16:14:00+00:00,2019-01-04 09:43:00+00:00,Sun,0,172.7284722,1853,136463,3573,9254,38.19283515,Rural
10,CAL FIRE Humboldt - Del Norte Unit,2018,Humboldt,2019-01-04 08:46:00+00:00,,40.888785,off Highway 299 in the area of Green Hill,-124.001849,Green Hill Fire,"The Green Hill fire started November 12, 2018 off Highway 299 in the area of Green Hill (Humboldt County) and burned 1 acre. It was contained November 12, 2018. ",2018-11-12 17:39:00+00:00,,,,,2018-11-12 17:39:00+00:00,2019-01-04 08:46:00+00:00,Mon,1,52.62986111,1853,136463,3573,9254,38.19283515,Rural
0,USFS - Shasta-Trinity National Forest,2018,"Humboldt, Mendocino",2019-01-03 15:23:00+00:00,,40.70258,"Black Bennet Rd. near Grape Creek, 8 miles southwest of Burnt Ranch",-123.55012,Grape Fire,"The Grape Fire started on April 24, 2018 at Black Bennet Rd. near Grape Creek, 8 miles southwest of Burnt Ranch in Humboldt County and burned 100 acres.",2018-04-24 16:59:00+00:00,,,,,2018-04-24 16:59:00+00:00,2019-01-03 15:23:00+00:00,Tue,2,253.9333333,1853,136463,3573,9254,38.19283515,"Rural, Rural"
30,CAL FIRE Humbolt-Del Norte Unit,2019,"Humboldt, San Bernardino",2019-01-15 10:38:00+00:00,,40.61805556,"Pilot Ridge Rd & USFS Route 1, southwest of Willow Creek",-123.6755556,Pilot Fire,"The Pilot Fire started on January 1, 2019 off Pilot Ridge Rd & USFS Route 1, southwest of Willow Creek (Humboldt County). It was contained on January 2, 2019 at 30 acres.",2019-01-01 14:14:00+00:00,,,,,2019-01-01 14:14:00+00:00,2019-01-15 10:38:00+00:00,Tue,2,13.85,1853,136463,3573,9254,38.19283515,"Rural, Urban"
11429,CAL FIRE Tehama-Glenn Unit,2013,"Tehama, Kern, San Luis Obispo, Amador, Santa Cruz",2013-08-29 16:45:00+00:00,,40.04263,"Near Deer Creek, 12 miles east of Los Molinos. ",-121.85397,Deer Fire,"The Deer Fire burned in August near Deer Creek, 12 miles east of Los Molinos in Tehama County. ",2013-08-23 14:15:00+00:00,,,,,2013-08-23 14:15:00+00:00,2013-08-29 16:45:00+00:00,Fri,5,6.104166667,1856,65829,2951,7643,22.30735344,"Rural, Suburban, Suburban, Rural, Suburban"
6965,CAL FIRE Butte Unit,2013,Tehama,2013-05-09 09:00:00+00:00,,40.190062,"140K3 Line, 8 miles northwest of Butte Meadows",-121.595555,Panther Fire,"The Panther Fire burned in May 2013, off the 140K3 Line, 8 miles northwest of Butte Meadows in Butte County. ",2013-05-01 09:12:00+00:00,,,,,2013-05-01 09:12:00+00:00,2013-05-09 09:00:00+00:00,Wed,3,7.991666667,1856,65829,2951,7643,22.30735344,Rural
200,CAL FIRE Tehama-Glenn Unit,2013,Tehama,2013-07-04 10:30:00+00:00,,40.012398,"Tehama-Vina Rd and Sherman Rd, Los Molinos",-122.079871,Vina Fire,"The Vina Fire burned in July 2013 off Tehama-Vina Road and Sherman Road, Los Molinos in Tehama County. ",2013-07-04 07:30:00+00:00,,,,,2013-07-04 07:30:00+00:00,2013-07-04 10:30:00+00:00,Thu,4,0.125,1856,65829,2951,7643,22.30735344,Rural
195,CAL FIRE Tehama-Glenn Unit,2013,"Tehama, Tehama, Tehama, Tehama, Tehama",2013-07-19 15:00:00+00:00,,39.961309,West of Corning,-122.330879,Paskenta Fire,The Paskenta Fire burned in July 2013 west of Corning in Tehama County. ,2013-07-19 13:32:00+00:00,,,,,2013-07-19 13:32:00+00:00,2013-07-19 15:00:00+00:00,Fri,5,0.061111111,1856,65829,2951,7643,22.30735344,"Rural, Rural, Rural, Rural, Rural"
